t,inp,resp,fit
5.78,-12.0000004814918,-12.6308958114442,-10.6744498569068
5.8,-12.000000264388,-12.6923627183894,-10.8783532060186
5.82,-12.0000001355055,-12.6644652832711,-11.0281714309356
5.84,-12.0000000198752,-12.4771824921894,-11.1382505919859
5.86,-11.9999998403082,-12.1432996983845,-11.2191313359511
5.88,-11.9999998981637,-11.8663708283163,-11.2785585402008
5.9,-11.9999999560193,-11.7155262081299,-11.3222227720131
5.92,-12.0000000138749,-11.2409561990639,-11.3543050466746
5.94,-12.0000002090161,-10.7762254813825,-11.3778774912838
5.96,-12.0000004129315,-10.3770891187484,-11.3951973347437
5.98,-12.0000003196561,-10.269777044883,-11.4079230582889
6,-12.0000001808379,-10.2548849313738,-11.4172733085718
6.02,-12.0000001188705,-10.2186230465796,-11.4241434271501
6.04,-11.9999999389341,-10.3514243317162,-11.429191266956
6.06,-11.999999686029,-10.4691096966349,-11.432900220688
6.08,-11.9999995584499,-10.4764586449836,-11.4356254290155
6.1,-11.9999996729646,-10.4767843336359,-11.4376277544411
6.12,-11.9999996280073,-10.7696111934041,-11.4390989295513
6.14,-11.9999996459922,-10.8446728924204,-11.4401798609772
6.16,-11.9999996070439,-10.9252686319598,-11.4409740307017
